E0,17/08/13,Arsenal,Aston Villa,1,3,A,1,1,D,A Taylor,16,10,5,5,15,18,4,3,4,5,1,0,1.44,4.75,8,1.36,5,7.75,1.37,4.6,7.5,1.4,4.5,7.5,1.41,5.2,8.3,1.36,4.8,8.5,1.4,4.5,7.5,1.44,4.8,7.5,33,1.44,1.4,5.2,4.68,9.7,7.87,22,1.62,1.56,2.56,2.37,20,-1.5,2.16,2.09,1.9,1.78
E0,17/08/13,Liverpool,Stoke,1,0,H,1,0,H,M Atkinson ,26,10,12,4,10,11,12,6,1,1,0,0,1.4,5,9.5,1.4,4.33,8.25,1.4,4.4,7.3,1.44,4.2,7.5,1.41,4.88,9.35,1.36,4.6,9,1.36,4.5,9.5,1.4,5,9.5,32,1.44,1.38,4.95,4.54,10,8.88,30,1.86,1.79,2.12,2.02,21,0.25,2.08,2.04,1.85,1.81
E0,17/08/13,Norwich,Everton,2,2,D,0,0,D,M Oliver,8,20,2,6,13,10,6,8,2,0,0,0,3.2,3.4,2.4,3.1,3.25,2.3,2.9,3.3,2.3,3,3.3,2.3,3.32,3.41,2.35,3.1,3.3,2.3,3,3.4,2.3,3.12,3.4,2.4,33,3.35,3.12,3.41,3.27,2.4,2.31,31,2.08,1.98,1.91,1.82,16,-0.25,1.75,1.71,2.23,2.19
