League,Matchdate,Hometeam,Awayteam
E0,13/05/17 15:00,Stoke,Arsenal
E0,29/10/16 12:30,Sunderland,Arsenal
E0,19/11/16 15:00,Sunderland,Hull
E0,03/12/16 15:00,Sunderland,Leicester
E0,13/12/16 19:45,Sunderland,Chelsea
E0,17/12/16 15:00,Sunderland,Watford
E0,02/01/17 15:00,Sunderland,Liverpool
E0,14/01/17 15:00,Sunderland,Stoke
E0,31/01/17 19:45,Sunderland,Tottenham
E0,11/02/17 15:00,Sunderland,Southampton
E0,04/03/17 15:00,Sunderland,Manchester City
E0,18/03/17 15:00,Sunderland,Burnley
E0,08/04/17 15:00,Sunderland,Manchester Utd
E0,15/04/17 15:00,Sunderland,West Ham
E0,29/04/17 15:00,Sunderland,Bournemouth
E0,13/05/17 15:00,Sunderland,Swansea
E0,22/10/16 15:00,Swansea,Watford
E0,06/11/16 15:00,Swansea,Manchester Utd
E0,26/11/16 15:00,Swansea,Crystal Palace
E0,10/12/16 15:00,Swansea,Sunderland
E0,26/12/16 15:00,Swansea,West Ham
E0,31/12/16 15:00,Swansea,Bournemouth
E0,14/01/17 15:00,Swansea,Arsenal
E0,31/01/17 19:45,Swansea,Southampton
E0,11/02/17 15:00,Swansea,Leicester
E0,04/03/17 15:00,Swansea,Burnley
E0,01/04/17 15:00,Swansea,Middlesbrough
E0,04/04/17 19:45,Swansea,Tottenham
E0,22/04/17 15:00,Swansea,Stoke
E0,06/05/17 15:00,Swansea,Everton
E0,21/05/17 15:00,Swansea,West Brom
E2,18/10/16 19:45,Swindon,Rochdale
E2,22/10/16 15:00,Swindon,Walsall
E2,12/11/16 12:00,Swindon,Charlton
E2,26/11/16 15:00,Swindon,Bradford
E2,17/12/16 15:00,Swindon,Fleetwood
E2,02/01/17 15:00,Swindon,Southend
E2,07/01/17 15:00,Swindon,Shrewsbury
E2,21/01/17 15:00,Swindon,Peterborough
E2,05/02/17 12:00,Swindon,Oxford Utd
E2,18/02/17 15:00,Swindon,Oldham
E2,28/02/17 19:45,Swindon,Gillingham FC
E2,04/03/17 15:00,Swindon,Chesterfield
E2,14/03/17 19:45,Swindon,Sheffield Utd
E2,25/03/17 13:30,Swindon,Millwall
E2,08/04/17 15:00,Swindon,Milton Keynes
E2,14/04/17 15:00,Swindon,AFC Wimbledon
E2,22/04/17 15:00,Swindon,Scunthorpe
E0,29/10/16 15:00,Tottenham,Leicester
E0,19/11/16 17:30,Tottenham,West Ham
E0,03/12/16 15:00,Tottenham,Swansea
E0,14/12/16 20:00,Tottenham,Hull
E0,17/12/16 15:00,Tottenham,Burnley
E0,02/01/17 15:00,Tottenham,Chelsea
E0,14/01/17 15:00,Tottenham,West Brom
E0,04/02/17 15:00,Tottenham,Middlesbrough
E0,25/02/17 15:00,Tottenham,Stoke
E0,04/03/17 15:00,Tottenham,Everton
E0,18/03/17 15:00,Tottenham,Southampton
E0,08/04/17 15:00,Tottenham,Watford
E0,15/04/17 15:00,Tottenham,Bournemouth
E0,29/04/17 15:00,Tottenham,Arsenal
E0,13/05/17 15:00,Tottenham,Manchester Utd
E2,15/10/16 15:00,Walsall,Shrewsbury
E2,29/10/16 15:00,Walsall,Coventry
E2,19/11/16 15:00,Walsall,Gillingham FC
E2,26/11/16 15:00,Walsall,Southend
E2,17/12/16 15:00,Walsall,Bradford
E2,02/01/17 15:00,Walsall,Rochdale
E2,14/01/17 15:00,Walsall,Sheffield Utd
E2,21/01/17 15:00,Walsall,Bristol Rovers
E2,04/02/17 15:00,Walsall,Northampton
E2,18/02/17 15:00,Walsall,Peterborough
E2,28/02/17 19:45,Walsall,Chesterfield
E2,04/03/17 15:00,Walsall,Oldham
E2,14/03/17 19:45,Walsall,Fleetwood
E2,25/03/17 15:00,Walsall,Port Vale
E2,08/04/17 15:00,Walsall,Oxford Utd
E2,17/04/17 15:00,Walsall,Swindon
E2,30/04/17 12:00,Walsall,Milton Keynes
E0,29/10/16 15:00,Watford,Hull
E0,19/11/16 15:00,Watford,Leicester
E0,27/11/16 12:00,Watford,Stoke
E0,10/12/16 15:00,Watford,Everton
E0,26/12/16 15:00,Watford,Crystal Palace
E0,31/12/16 15:00,Watford,Tottenham
E0,14/01/17 15:00,Watford,Middlesbrough
E0,04/02/17 15:00,Watford,Burnley
E0,25/02/17 15:00,Watford,West Ham
E0,04/03/17 15:00,Watford,Southampton
E0,01/04/17 15:00,Watford,Sunderland
E0,04/04/17 19:45,Watford,West Brom
E0,15/04/17 15:00,Watford,Swansea
E0,29/04/17 15:00,Watford,Liverpool
E0,21/05/17 15:00,Watford,Manchester City
E0,15/10/16 15:00,West Brom,Tottenham
E0,29/10/16 15:00,West Brom,Manchester City
E0,21/11/16 20:00,West Brom,Burnley
E0,03/12/16 15:00,West Brom,Watford
E0,13/12/16 20:00,West Brom,Swansea
E0,17/12/16 15:00,West Brom,Manchester Utd
E0,02/01/17 15:00,West Brom,Hull
E0,21/01/17 15:00,West Brom,Sunderland
E0,04/02/17 15:00,West Brom,Stoke
E0,25/02/17 15:00,West Brom,Bournemouth
E0,04/03/17 15:00,West Brom,Crystal Palace
E0,18/03/17 15:00,West Brom,Arsenal
E0,08/04/17 15:00,West Brom,Southampton
E0,16/04/17 16:00,West Brom,Liverpool
E0,29/04/17 15:00,West Brom,Leicester
E0,13/05/17 15:00,West Brom,Chelsea
E0,22/10/16 15:00,West Ham,Sunderland
E0,05/11/16 15:00,West Ham,Stoke
E0,03/12/16 15:00,West Ham,Arsenal
E0,13/12/16 19:45,West Ham,Burnley
E0,17/12/16 15:00,West Ham,Hull
E0,02/01/17 15:00,West Ham,Manchester Utd
E0,14/01/17 15:00,West Ham,Crystal Palace
E0,31/01/17 19:45,West Ham,Manchester City
E0,11/02/17 15:00,West Ham,West Brom
E0,04/03/17 15:00,West Ham,Chelsea
E0,18/03/17 15:00,West Ham,Leicester
E0,08/04/17 15:00,West Ham,Swansea
E0,22/04/17 15:00,West Ham,Everton
E0,06/05/17 15:00,West Ham,Tottenham
E0,13/05/17 15:00,West Ham,Liverpool
E1,15/10/16 15:00,Wigan,Burton
E1,22/10/16 15:00,Wigan,Brighton
E1,05/11/16 15:00,Wigan,Reading
E1,03/12/16 15:00,Wigan,Derby
E1,14/12/16 19:45,Wigan,Newcastle
E1,17/12/16 15:00,Wigan,Ipswich
E1,02/01/17 15:00,Wigan,Huddersfield
E1,21/01/17 15:00,Wigan,Brentford
E1,31/01/17 19:45,Wigan,Norwich
E1,04/02/17 15:00,Wigan,Sheffield Wed
E1,18/02/17 15:00,Wigan,Preston
E1,25/02/17 15:00,Wigan,Nottingham
E1,11/03/17 15:00,Wigan,Bristol City
E1,18/03/17 15:00,Wigan,Aston Villa
E1,08/04/17 15:00,Wigan,Rotherham
E1,15/04/17 15:00,Wigan,Barnsley
E1,22/04/17 15:00,Wigan,Cardiff
E1,07/05/17 12:00,Wigan,Leeds
E1,22/10/16 15:00,Wolves,Leeds
E1,05/11/16 12:30,Wolves,Derby
E1,26/11/16 15:00,Wolves,Sheffield Wed
E1,10/12/16 15:00,Wolves,Fulham
E1,26/12/16 15:00,Wolves,Bristol City
E1,31/12/16 15:00,Wolves,QPR
E1,14/01/17 15:00,Wolves,Aston Villa
E1,28/01/17 15:00,Wolves,Huddersfield
E1,11/02/17 15:00,Wolves,Newcastle
E1,14/02/17 19:45,Wolves,Wigan
E1,25/02/17 15:00,Wolves,Birmingham
E1,11/03/17 15:00,Wolves,Rotherham
E1,01/04/17 15:00,Wolves,Cardiff
E1,04/04/17 19:45,Wolves,Nottingham
E1,14/04/17 15:00,Wolves,Brighton
E1,22/04/17 15:00,Wolves,Blackburn
E1,07/05/17 12:00,Wolves,Preston
E3,22/10/16 15:00,Wycombe,Barnet
E3,12/11/16 15:00,Wycombe,Morecambe
E3,26/11/16 15:00,Wycombe,Hartlepool
E3,17/12/16 15:00,Wycombe,Leyton Orient
E3,02/01/17 15:00,Wycombe,Newport
E3,14/01/17 15:00,Wycombe,Yeovil
E3,21/01/17 15:00,Wycombe,Luton
E3,04/02/17 15:00,Wycombe,Portsmouth
E3,18/02/17 15:00,Wycombe,Carlisle
E3,25/02/17 15:00,Wycombe,Crawley Town
E3,11/03/17 15:00,Wycombe,Blackpool
E3,14/03/17 19:45,Wycombe,Plymouth
E3,25/03/17 15:00,Wycombe,Notts County
E3,08/04/17 15:00,Wycombe,Cheltenham
E3,14/04/17 15:00,Wycombe,Mansfield
E3,22/04/17 15:00,Wycombe,Doncaster
E3,06/05/17 15:00,Wycombe,Cambridge Utd
E3,15/10/16 15:00,Yeovil,Newport
E3,29/10/16 15:00,Yeovil,Grimsby
E3,19/11/16 15:00,Yeovil,Colchester
E3,22/11/16 19:45,Yeovil,Crawley Town
E3,10/12/16 15:00,Yeovil,Barnet
E3,26/12/16 15:00,Yeovil,Exeter
E3,31/12/16 15:00,Yeovil,Portsmouth
E3,07/01/17 15:00,Yeovil,Plymouth
E3,28/01/17 15:00,Yeovil,Doncaster
E3,11/02/17 15:00,Yeovil,Leyton Orient
E3,14/02/17 19:45,Yeovil,Cambridge Utd
E3,28/02/17 19:45,Yeovil,Mansfield
E3,04/03/17 15:00,Yeovil,Luton
E3,18/03/17 15:00,Yeovil,Accrington
E3,01/04/17 15:00,Yeovil,Carlisle
E3,17/04/17 15:00,Yeovil,Crewe
E3,29/04/17 15:00,Yeovil,Stevenage
